Window_End,Hybrid SPY (70/15/15) CAGR,Hybrid SPY (70/15/15) MDD,Dull S&P 500 CAGR,Dull S&P 500 MDD,Hybrid MSCI (40/35/25) CAGR,Hybrid MSCI (40/35/25) MDD,Dull MSCI World CAGR,Dull MSCI World MDD
2022-04-12,0.10725287916402526,-0.6010497877010208,0.0908306675969408,-0.5552859164530535,0.11366056202724129,-0.6976856150613593,0.06535997071545707,-0.5555259324725709
2022-04-19,0.10781539689042918,-0.5981161154885416,0.09093278043022157,-0.5552859164530535,0.11456497487106398,-0.6930712500430276,0.0644337249783955,-0.5555259324725709
2022-04-26,0.10579590952476314,-0.5932788803144224,0.08972715079354887,-0.5552859164530535,0.11201950147589579,-0.6838860976036123,0.06403852358008266,-0.5555259324725709
2022-05-03,0.10517900348804021,-0.5964808507926286,0.08987623981504012,-0.5552859164530535,0.1102917728591235,-0.6898388016583359,0.06405909446450408,-0.5555259324725709
2022-05-10,0.10443263021122928,-0.5958585350086958,0.08849492953862836,-0.5552859164530535,0.10986433268846474,-0.6878331418395589,0.06187905094882984,-0.555525932472571
2022-05-17,0.10406589297889157,-0.5921125834992049,0.0870773006483756,-0.5552859164530535,0.11048481406319977,-0.6816056368115624,0.060891036820449385,-0.5555259324725709
2022-05-24,0.10283846738031399,-0.5903549768039851,0.08621148299015213,-0.5552859164530535,0.10922778830082547,-0.6778549148054733,0.06039259090397886,-0.555525932472571
2022-06-03,0.10973958129423966,-0.5809374708196768,0.09068692467505901,-0.5552859164530535,0.11871688740663333,-0.6624869849391004,0.06389190443962489,-0.5555259324725709
2022-06-10,0.10705848563516596,-0.5828699976717899,0.08838295257285922,-0.5552859164530535,0.11538346238649488,-0.6662096385573604,0.06193960532059761,-0.5555259324725709
2022-06-17,0.1025911895146967,-0.5919241207438296,0.08485355145077733,-0.5552859164530535,0.1095378834625449,-0.6814468902520239,0.05849486411192295,-0.555525932472571
2022-06-24,0.10843043431558597,-0.591876814003228,0.09057644639695073,-0.5552859164530535,0.11595734026373017,-0.6807771940418829,0.062682074433555,-0.555525932472571
2022-07-01,0.10780708654226978,-0.5969160856438105,0.09069577290466779,-0.5552859164530535,0.11470767194928388,-0.6894813341486201,0.06268729739455936,-0.555525932472571
2022-07-08,0.10817960780390878,-0.5989288698312294,0.09264985096809264,-0.5552859164530535,0.11322172476134629,-0.6937478196736968,0.06464789242833247,-0.555525932472571
2022-07-15,0.1103142088991187,-0.5980115154584518,0.09520157735826373,-0.5552859164530535,0.11513543102403156,-0.6924527411547923,0.06666109100173756,-0.5555259324725709
2022-07-22,0.11885925540144693,-0.5973133141932168,0.10327416255535193,-0.5552859164530535,0.1255188830704983,-0.6916253627663227,0.0749485246173156,-0.5555259324725709
2022-07-29,0.11460087283068732,-0.5968980437191991,0.09875533061528152,-0.5552859164530535,0.120448289539129,-0.6906558147856079,0.06979590804344693,-0.5555259324725709
2022-08-05,0.1191947526885826,-0.5970330539617781,0.10165080581684038,-0.5552859164530535,0.12745438217315885,-0.6908059615423707,0.07257742045380744,-0.5555259324725709
2022-08-12,0.12011314508730986,-0.5921523660533509,0.10185782948875444,-0.5552859164530535,0.12924963207294482,-0.6810432709724622,0.07263568733480019,-0.5555259324725709
2022-08-19,0.11744071643316722,-0.5871708614128164,0.0979739151608614,-0.5552859164530535,0.12723887585360116,-0.6731857389478095,0.06888395921816626,-0.5555259324725709
2022-08-26,0.11472279673738828,-0.5840107381107784,0.09586383521160102,-0.5552859164530535,0.1239795860292654,-0.6675395928088153,0.0677357579168607,-0.5555259324725709
2022-09-02,0.11797295467526148,-0.5818176558484844,0.09652842438740561,-0.5552859164530535,0.13015529122029412,-0.6640239490233939,0.06871569278281364,-0.5555259324725709
2022-09-09,0.11867461283067215,-0.579191352690264,0.09751207677829776,-0.5552859164530535,0.1307844016481179,-0.6595422043568407,0.06929798149956778,-0.5555259324725709
2022-09-16,0.11532695202859333,-0.5893933677757932,0.09729630186324267,-0.5552859164530535,0.12440661069244507,-0.6758492482033831,0.06926759490303525,-0.555525932472571
2022-09-23,0.11562490117731072,-0.5921582058269572,0.09659640140437697,-0.5552859164530534,0.1257021682005064,-0.680796628548865,0.06848183856755585,-0.5555259324725709
2022-09-30,0.1111026945428506,-0.5982534312778593,0.09574680588482276,-0.5552859164530535,0.11748134667491428,-0.6920474029882934,0.0689313642154945,-0.555525932472571
2022-10-07,0.11580040273231806,-0.5990309351367062,0.10006892510420995,-0.5552859164530535,0.12245294473767543,-0.6939885600145379,0.07251442240856987,-0.5555259324725709
2022-10-14,0.10841611864564671,-0.597572545726833,0.09362244227878502,-0.5552859164530535,0.11360468639453836,-0.6917594587765672,0.06625650464166077,-0.5555259324725709
2022-10-21,0.10821241802652626,-0.5972363220478154,0.09390188707027414,-0.5552859164530535,0.11194122905823822,-0.6910995842871679,0.06510417277779634,-0.555525932472571
2022-10-28,0.1106215963518331,-0.5993892382513635,0.09635661393423955,-0.5552859164530535,0.11482889824373022,-0.6947629498516484,0.06759724923242394,-0.5555259324725709
2022-11-04,0.10985979741517982,-0.5950194626757829,0.09249877995656663,-0.5552859164530535,0.11752172752587953,-0.6866417150211866,0.0646150113352828,-0.555525932472571
2022-11-11,0.1154156854569568,-0.5918325001250926,0.09813815446480656,-0.5552859164530535,0.12333730449015934,-0.681287017584985,0.07035853320570506,-0.5555259324725709
2022-11-18,0.11338081331768368,-0.5873116631882592,0.09582535562704497,-0.5552859164530535,0.12183305835552116,-0.6725091780461045,0.06854076846896007,-0.555525932472571
2022-11-25,0.11389199744488288,-0.582521590464785,0.09519234569649293,-0.5552859164530535,0.12339062843965332,-0.6643716016023284,0.06777811170591153,-0.5555259324725709
2022-12-05,0.11703208908775253,-0.5849049040383306,0.09671449271405108,-0.5552859164530535,0.12855103751867847,-0.6699043243008852,0.0696449710924576,-0.555525932472571
2022-12-12,0.1178358110778146,-0.5856796634393296,0.0969012297429277,-0.5552859164530535,0.12985094687598742,-0.6706149138438829,0.06913876167038868,-0.555525932472571
2022-12-19,0.11349107005193404,-0.5929858093377613,0.09553619158927762,-0.5552859164530535,0.1224681033408912,-0.6825326974764101,0.0686873644682795,-0.555525932472571
